rss,Apuntes Inchequeables,https://facundoolano.github.io/feed,blogs,
rss,Digital Antiquarian,https://www.filfre.net/feed/rss/,games,
rss,arstechnica,https://feeds.arstechnica.com/arstechnica/features.xml,tech,
rss,Pluralistic,https://pluralistic.net/feed/,blogs,
rss,mit review,https://www.technologyreview.com/feed/,tech,
rss,lobste.rs,https://lobste.rs/top/rss,tech,
rss,hackernews,https://hnrss.org/best,tech,
rss,acmqueue,https://queue.acm.org/rss/feeds/queuecontent.xml,tech,
rss,Wikipedia Featured,https://en.wikipedia.org/w/api.php?action=featuredfeed&feed=featured&feedformat=atom,,
rss,Open Culture,https://www.openculture.com/feed/rss2,mgzn,
rss,public domain review,https://publicdomainreview.org/rss.xml,mgzn,
rss,Rock Paper Shotgun,https://www.rockpapershotgun.com/feed/features,games,
rss,The Verge,https://www.theverge.com/features/rss/index.xml,mgzn,
rss,BBC Culture,https://www.bbc.com/culture/feed.rss,mgzn,
rss,Fabien Sanglard,https://fabiensanglard.net/rss.xml,games,
rss,ferd.ca,https://ferd.ca/feed.rss,tech,
rss,Julia Evans,https://jvns.ca/atom.xml,tech,
rss,Wired,https://feedi.olano.dev/feeds/Wired,tech,
